or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index,price,commute
37.413783+-121.961932,3232.0,5077.0,53.86666666666667,84,san jose north,JUNIOR 1BR/1BA HOME IN SAN JOSE AUGUST!,2269.0,1.0,4486634757.0,2014-05-24,http://sfbay.craigslist.org/sby/apa/4486634757.html,514.0,http://sfbay.craigslist.org/apa/index900.html,-121.961932,37.413783,4.414396887159533,sfbay,848,2269,68
37.9864+-122.135,2448.0,3863.0,40.8,64,concord / pleasant hill / martinez,This 2BR/1BA Apartment Offers a Luxurious New Construction!,1731.0,2.0,4530723674.0,2014-06-20,http://sfbay.craigslist.org/eby/apa/4530723674.html,803.0,http://sfbay.craigslist.org/apa/index1200.html,-122.135,37.9864,2.1556662515566627,sfbay,849,1731,52
37.843953+-122.283239,1257.0,2533.0,20.95,42,oakland north / temescal,Lovely Mini-Cottage in North Oakland near Emeryville,1300.0,NA,4480714038.0,2014-05-20,http://sfbay.craigslist.org/eby/apa/4480714038.html,200.0,http://sfbay.craigslist.org/apa/,-122.283239,37.843953000000006,6.5,sfbay,851,1300,31
37.9658+-121.7758,3190.0,4852.0,53.166666666666664,80,pittsburg / antioch,Beautiful 4 bd + bonus room/3 bth Antioch home,2100.0,4.0,4557606803.0,2014-07-07,http://sfbay.craigslist.org/eby/apa/4557606803.html,2916.0,http://sfbay.craigslist.org/apa/index1100.html,-121.7758,37.9658,0.720164609053498,sfbay,852,2100,66
38.000556+-121.833267,2858.0,4216.0,47.63333333333333,70,pittsburg / antioch,2 Bedroom 1 Bathroom Antioch Condo,1125.0,2.0,4540745998.0,2014-07-02,http://sfbay.craigslist.org/eby/apa/4540745998.html,845.0,http://sfbay.craigslist.org/apa/index2500.html,-121.833267,38.000556,1.331360946745562,sfbay,854,1125,58
37.555736+-122.330781,2216.0,4272.0,36.93333333333333,71,san mateo,Rarely available 3/2 Baywood garden setting home for lease-Open House,6e3,3.0,4528659335.0,2014-06-19,http://sfbay.craigslist.org/pen/apa/4528659335.html,1800.0,http://sfbay.craigslist.org/apa/index2000.html,-122.330781,37.555736,3.3333333333333335,sfbay,857,6000,53
37.881194+-122.043674,1861.0,3043.0,31.016666666666666,50,walnut creek,Large 2x1 Facing Creek,1675.0,2.0,4515343221.0,2014-06-11,http://sfbay.craigslist.org/eby/apa/4515343221.html,1e3,http://sfbay.craigslist.org/apa/index3100.html,-122.043674,37.881194,1.675,sfbay,860,1675,40
37.69504+-121.780817,2774.0,4185.0,46.233333333333334,69,dublin / pleasanton / livermore,"""A Great Place To Live""",1592.0,1.0,4558827997.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4558827997.html,610.0,http://sfbay.craigslist.org/apa/index2400.html,-121.780817,37.69504000000001,2.6098360655737705,sfbay,861,1592,57
37.7509+-122.4153,1064.0,2639.0,17.733333333333334,43,mission district,Corner House Freshly Renovated Parking Included High Ceilings MUST SEE,4800.0,3.0,4460864925.0,2014-05-13,http://sfbay.craigslist.org/sfc/apa/4460864925.html,1400.0,http://sfbay.craigslist.org/apa/index1300.html,-122.4153,37.7509,3.4285714285714284,sfbay,865,4800,30
37.365934+-121.913026,3317.0,5209.0,55.28333333333333,86,san jose north,The One Home to Rule Them All,2461.0,2.0,4524016011.0,2014-06-16,http://sfbay.craigslist.org/sby/apa/4524016011.html,1095.0,http://sfbay.craigslist.org/apa/index400.html,-121.913026,37.365934,2.247488584474886,sfbay,866,2461,70
37.558079+-121.964081,2891.0,4628.0,48.18333333333333,77,fremont / union city / newark,3RD FLOOR WITH AMAZING VIEW TO LAKE ELIZABETH PARK!!,2175.0,NA,4521003590.0,2014-06-14,http://sfbay.craigslist.org/eby/apa/4521003590.html,906.0,http://sfbay.craigslist.org/apa/index500.html,-121.964081,37.558079,2.4006622516556293,sfbay,867,2175,62
37.876005+-122.51554,1594.0,3152.0,26.566666666666666,52,sausalito,What a Wonderful Place to Live! Your Next Apartment Home!,2480.0,2.0,4538852385.0,2014-06-25,http://sfbay.craigslist.org/nby/apa/4538852385.html,888.0,http://sfbay.craigslist.org/apa/index1400.html,-122.51554,37.876005,2.7927927927927927,sfbay,868,2480,39
37.898139+-122.298474,1673.0,3077.0,27.883333333333333,51,albany / el cerrito,Albany 1-bed large Walk to bart El cerrito Plaza Available 8/1,1699.0,1.0,4532722972.0,2014-06-24,http://sfbay.craigslist.org/eby/apa/4532722972.html,780.0,http://sfbay.craigslist.org/apa/index3000.html,-122.298474,37.898139,2.178205128205128,sfbay,869,1699,39
37.533333+-122.324728,2155.0,3381.0,35.916666666666664,56,burlingame,No Pool. No Pets. No Cigarettes.   Just a REALLY NICE APT In A-1 Area,2125.0,1.0,4523650825.0,2014-06-16,http://sfbay.craigslist.org/pen/apa/4523650825.html,760.0,http://sfbay.craigslist.org/apa/index1500.html,-122.324728,37.533333,2.7960526315789473,sfbay,870,2125,45
37.777789+-122.397212,594.0,1398.0,9.9,23,SOMA / south beach,2 month lease available in SOMA!,3326.0,1.0,4542479040.0,2014-06-27,http://sfbay.craigslist.org/sfc/apa/4542479040.html,656.0,http://sfbay.craigslist.org/apa/index600.html,-122.397212,37.777789,5.070121951219512,sfbay,871,3326,16
37.958833+-122.055681,2169.0,3492.0,36.15,58,concord / pleasant hill / martinez,Unique 2 Bedroom/2 Bath with Spacious Bedrooms,1935.0,2.0,4491462362.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4491462362.html,1019.0,http://sfbay.craigslist.org/apa/index400.html,-122.055681,37.958833,1.89892051030422,sfbay,874,1935,47
37.898725+-122.538486,1816.0,3501.0,30.266666666666666,58,mill valley,Lovely studio,1450.0,NA,4473399764.0,2014-05-21,http://sfbay.craigslist.org/nby/apa/4473399764.html,385.0,http://sfbay.craigslist.org/apa/index2300.html,-122.538486,37.898725,3.7662337662337664,sfbay,878,1450,44
37.469431+-122.214745,2616.0,4261.0,43.6,71,redwood city,"Skylights, vinyl plank floors, a full-size stackable washer and dryer",2204.0,1.0,4477800481.0,2014-05-19,http://sfbay.craigslist.org/pen/apa/4477800481.html,638.0,http://sfbay.craigslist.org/apa/index2900.html,-122.214745,37.469431,3.4545454545454546,sfbay,881,2204,57
38.009453+-122.535174,2158.0,3859.0,35.96666666666667,64,san rafael,Luxury 1 Bedroom Apartment with nice views,2e3,1.0,4555497414.0,2014-07-06,http://sfbay.craigslist.org/nby/apa/4555497414.html,900.0,http://sfbay.craigslist.org/apa/index1300.html,-122.535174,38.009453,2.2222222222222223,sfbay,882,2000,49
37.696363+-122.083141,1887.0,3186.0,31.45,53,hayward / castro valley,SHOWING TODAY BY APPT -WED 7/9/14  2 BR/1.5BA TOWNHOUSE CASTRO VALLEY,1595.0,2.0,4560423131.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4560423131.html,875.0,http://sfbay.craigslist.org/apa/index2800.html,-122.083141,37.696363,1.822857142857143,sfbay,885,1595,42
37.398794+-122.092931,2927.0,4763.0,48.78333333333333,79,mountain view,"Brand New 2x1, Immediate Move.",2899.0,2.0,4492464809.0,2014-05-28,http://sfbay.craigslist.org/pen/apa/4492464809.html,864.0,http://sfbay.craigslist.org/apa/index2500.html,-122.092931,37.398794,3.355324074074074,sfbay,886,2899,63
38.391552+-121.930071,3635.0,5388.0,60.583333333333336,89,fairfield / vacaville,"""Quinn Crossing"" Brand New Apartment Homes",1675.0,2.0,4523176389.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4523176389.html,1193.0,http://sfbay.craigslist.org/apa/index2700.html,-121.930071,38.391552,1.4040234702430847,sfbay,888,1675,74
36.970621+-122.054398,5686.0,9178.0,94.76666666666667,152,santa cruz,3br 2.5 Bath Westside Home! No Co-Signers Please,3e3,3.0,4450817733.0,2014-05-17,http://sfbay.craigslist.org/scz/apa/4450817733.html,2e3,http://sfbay.craigslist.org/apa/index1900.html,-122.054398,36.970621,1.5,sfbay,890,3000,123
37.5308+-121.9712,2742.0,4311.0,45.7,71,fremont / union city / newark,Welcome To Your New Lifestyle!,2130.0,2.0,4554468654.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554468654.html,800.0,http://sfbay.craigslist.org/apa/index700.html,-121.9712,37.5308,2.6625,sfbay,891,2130,58
36.96055+-122.049374,5615.0,9229.0,93.58333333333333,153,santa cruz,*****Recently painted and remodelled 4 bedroom 2 bath house near ucsc,3950.0,4.0,4466437556.0,2014-05-14,http://sfbay.craigslist.org/scz/apa/4466437556.html,2e3,http://sfbay.craigslist.org/apa/index200.html,-122.049374,36.96055,1.975,sfbay,892,3950,123
37.425339+-122.142875,2783.0,4629.0,46.38333333333333,77,palo alto,CLOSE TO CAL AVE AND STANFORD! PRIME LOCATION!,2395.0,1.0,4546837395.0,2014-06-30,http://sfbay.craigslist.org/pen/apa/4546837395.html,720.0,http://sfbay.craigslist.org/apa/index900.html,-122.142875,37.425339,3.326388888888889,sfbay,895,2395,61
38.458149+-122.634206,4302.0,6787.0,71.7,113,santa rosa,"Very nice, well-maintained condo unit in quiet Rincon Valley complex!",1750.0,2.0,4529066818.0,2014-06-25,http://sfbay.craigslist.org/nby/apa/4529066818.html,1025.0,http://sfbay.craigslist.org/apa/index1400.html,-122.634206,38.458149,1.7073170731707317,sfbay,896,1750,92
37.745032+-122.431256,1379.0,2567.0,22.983333333333334,42,noe valley,Contempory Flat with City & Bay Views,5250.0,3.0,4546514163.0,2014-06-30,http://sfbay.craigslist.org/sfc/apa/4546514163.html,1550.0,http://sfbay.craigslist.org/apa/index1900.html,-122.431256,37.745032,3.3870967741935485,sfbay,897,5250,32
37.9156+-122.2985,1690.0,3037.0,28.166666666666668,50,albany / el cerrito,Studio For Rent,1100.0,NA,4440065996.0,2014-05-19,http://sfbay.craigslist.org/eby/apa/4440065996.html,465.0,http://sfbay.craigslist.org/apa/index1100.html,-122.2985,37.9156,2.3655913978494625,sfbay,901,1100,39
37.688052+-121.876079,2606.0,4032.0,43.43333333333333,67,dublin / pleasanton / livermore,New lowered rates!,1645.0,1.0,4468506746.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4468506746.html,633.0,http://sfbay.craigslist.org/apa/index2000.html,-121.876079,37.688052,2.598736176935229,sfbay,902,1645,55
37.545377+-122.291629,2165.0,3432.0,36.083333333333336,57,san mateo,2 Bedroom / 1 Bathroom Apartment with In-Home A/C & W/D!,3700.0,2.0,4512606126.0,2014-06-09,http://sfbay.craigslist.org/pen/apa/4512606126.html,939.0,http://sfbay.craigslist.org/apa/index900.html,-122.291629,37.545377,3.9403620873269434,sfbay,905,3700,46
37.867062+-122.264979,1621.0,3105.0,27.016666666666666,51,berkeley,One Bedrooms -Now AVAILABLE,1200.0,1.0,4516981527.0,2014-06-12,http://sfbay.craigslist.org/eby/apa/4516981527.html,450.0,http://sfbay.craigslist.org/apa/index3000.html,-122.264979,37.867062,2.6666666666666665,sfbay,906,1200,39
37.3066+-122.0002,3460.0,5501.0,57.666666666666664,91,san jose west,Top Floor/Pergo/Granite/Pool/Balcony,2088.0,1.0,4478274616.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478274616.html,1040.0,http://sfbay.craigslist.org/apa/index1600.html,-122.0002,37.3066,2.0076923076923077,sfbay,910,2088,74
37.793558+-122.425697,678.0,1586.0,11.3,26,pacific heights,Large 1-bedroom 1-bathroom apartment in a beautiful Art Deco,3695.0,1.0,4517035533.0,2014-06-12,http://sfbay.craigslist.org/sfc/apa/4517035533.html,1200.0,http://sfbay.craigslist.org/apa/index2900.html,-122.425697,37.793558,3.0791666666666666,sfbay,911,3695,18
37.481062+-122.233501,2498.0,4179.0,41.63333333333333,69,redwood city,One bedroom one bath near downtown Redwood city,1850.0,1.0,4512340464.0,2014-06-11,http://sfbay.craigslist.org/pen/apa/4512340464.html,618.0,http://sfbay.craigslist.org/apa/index1500.html,-122.233501,37.481062,2.9935275080906147,sfbay,912,1850,55
37.325277+-122.022443,3342.0,5085.0,55.7,84,cupertino,"Schools that rock, ready for immediate move in, charming",3100.0,3.0,4541563274.0,2014-07-06,http://sfbay.craigslist.org/sby/apa/4541563274.html,1100.0,http://sfbay.craigslist.org/apa/index1000.html,-122.022443,37.325277,2.8181818181818183,sfbay,913,3100,69
37.764021+-122.39373,800.0,1877.0,13.333333333333334,31,SOMA / south beach,OPEN HOUSE! Studio Loft + Den in Potrero Hill!,3399.0,NA,4517087454.0,2014-06-17,http://sfbay.craigslist.org/sfc/apa/4517087454.html,1022.0,http://sfbay.craigslist.org/apa/index1400.html,-122.39373,37.764021,3.3258317025440314,sfbay,915,3399,22
37.687871+-121.885535,2617.0,3986.0,43.61666666666667,66,dublin / pleasanton / livermore,2房2浴/最佳城市/2B/2B Townhouse Best Locatio,2295.0,2.0,4473107294.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4473107294.html,1302.0,http://sfbay.craigslist.org/apa/index3500.html,-121.885535,37.687871,1.762672811059908,sfbay,917,2295,54
37.426+-121.9736,3070.0,4879.0,51.166666666666664,81,santa clara,NEW 3 BED 2.5 BATH single family house (santa clara),3300.0,3.0,4544938188.0,2014-06-29,http://sfbay.craigslist.org/sby/apa/4544938188.html,1800.0,http://sfbay.craigslist.org/apa/index1300.html,-121.9736,37.426,1.8333333333333333,sfbay,920,3300,66
37.777061+-122.444144,955.0,2043.0,15.916666666666666,34,USF / panhandle,redone flat open sunday @10.30am,4450.0,3.0,4496360265.0,2014-06-02,http://sfbay.craigslist.org/sfc/apa/4496360265.html,1300.0,http://sfbay.craigslist.org/apa/index1800.html,-122.444144,37.777061,3.423076923076923,sfbay,921,4450,24
37.95086+-121.691727,3464.0,5176.0,57.733333333333334,86,brentwood / oakley,1850 - 3 bedroom + Loft in Brentwood,1850.0,3.0,4468897812.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4468897812.html,1511.0,http://sfbay.craigslist.org/apa/index1100.html,-121.691727,37.95086,1.2243547319655856,sfbay,923,1850,71
37.231458+-121.83202,4185.0,6510.0,69.75,108,san jose south,4 Bedroom 2 Bath Plus Bonus Room!,3800.0,3.0,4531839671.0,2014-06-23,http://sfbay.craigslist.org/sby/apa/4531839671.html,1723.0,http://sfbay.craigslist.org/apa/index800.html,-121.83202,37.231458,2.20545560069646,sfbay,924,3800,88
37.791812+-122.273197,1304.0,2467.0,21.733333333333334,41,oakland downtown,WATERFRONT  SF BAY CONDO 1 BDR,2195.0,1.0,4483694341.0,2014-06-02,http://sfbay.craigslist.org/eby/apa/4483694341.html,700.0,http://sfbay.craigslist.org/apa/index2700.html,-122.273197,37.791812,3.1357142857142857,sfbay,926,2195,31
37.412863+-121.938221,3154.0,4924.0,52.56666666666667,82,san jose north,"The Verdant - Brand New, stylish and free rent!",2160.0,1.0,4473498001.0,2014-05-16,http://sfbay.craigslist.org/sby/apa/4473498001.html,683.0,http://sfbay.craigslist.org/apa/index2000.html,-121.938221,37.412863,3.162518301610542,sfbay,927,2160,67
37.6878+-121.875413,2610.0,4045.0,43.5,67,dublin / pleasanton / livermore,Hurry in before it's too late,2224.0,2.0,4527117410.0,2014-06-18,http://sfbay.craigslist.org/eby/apa/4527117410.html,881.0,http://sfbay.craigslist.org/apa/index1500.html,-121.875413,37.6878,2.524404086265607,sfbay,930,2224,55
37.771614+-121.547756,3634.0,5271.0,60.56666666666667,87,dublin / pleasanton / livermore,Beautiful & Specious 4bedrooms/2.5bath House for Rent in Mountain Hous,2e3,4.0,4491166271.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4491166271.html,2341.0,http://sfbay.craigslist.org/apa/index1300.html,-121.547756,37.771614,0.8543357539513029,sfbay,931,2000,73
37.344341+-121.950068,3435.0,5523.0,57.25,92,santa clara,Prime Santa Clara Location,1938.0,1.0,4561255070.0,2014-07-09,http://sfbay.craigslist.org/sby/apa/4561255070.html,836.0,http://sfbay.craigslist.org/apa/index700.html,-121.950068,37.344341,2.3181818181818183,sfbay,932,1938,74
38.298711+-121.972146,3631.0,5792.0,60.516666666666666,96,fairfield / vacaville,3Bd/2.5Ba Close to Travis AFB,1800.0,3.0,4485737301.0,2014-06-13,http://sfbay.craigslist.org/eby/apa/4485737301.html,1650.0,http://sfbay.craigslist.org/apa/index3400.html,-121.972146,38.298711,1.0909090909090908,sfbay,934,1800,78
37.92384+-122.349593,1614.0,2915.0,26.9,48,richmond / point / annex,2 Bed 1 Bath Triplex - 2 Bed 1 Bath,1200.0,2.0,4492875427.0,2014-05-28,http://sfbay.craigslist.org/eby/apa/4492875427.html,800.0,http://sfbay.craigslist.org/apa/index1400.html,-122.349593,37.92384000000001,1.5,sfbay,935,1200,37
38.346283+-121.974239,3493.0,5328.0,58.21666666666667,88,fairfield / vacaville,Welcome to Amazing Apartments -- Welcome Home!,1213.0,1.0,4565586953.0,2014-07-12,http://sfbay.craigslist.org/eby/apa/4565586953.html,708.0,http://sfbay.craigslist.org/apa/index1400.html,-121.97423899999998,38.346283,1.713276836158192,sfbay,936,1213,73
38.341824+-121.997423,3500.0,5303.0,58.333333333333336,88,fairfield / vacaville,New 3 bd 2.5 ba House - Right off Alamo Exit Close to Shops,1850.0,3.0,4524060755.0,2014-06-29,http://sfbay.craigslist.org/eby/apa/4524060755.html,1300.0,http://sfbay.craigslist.org/apa/index100.html,-121.997423,38.341824,1.4230769230769231,sfbay,939,1850,73
38.508684+-122.904911,4936.0,7130.0,82.26666666666667,118,russian river,Russian River Area   Sunny Home among Vineyards,3e3,2.0,4496633873.0,2014-05-30,http://sfbay.craigslist.org/nby/apa/4496633873.html,1400.0,http://sfbay.craigslist.org/apa/index500.html,-122.904911,38.508684,2.142857142857143,sfbay,942,3000,100
37.396511+-121.960536,3142.0,4937.0,52.36666666666667,82,santa clara,Single Story Building AC Extensive Sound Proofing YARD,1680.0,1.0,4474924908.0,2014-05-17,http://sfbay.craigslist.org/sby/apa/4474924908.html,465.0,http://sfbay.craigslist.org/apa/index1500.html,-121.960536,37.396511,3.6129032258064515,sfbay,944,1680,67
37.968773+-122.535184,2032.0,3839.0,33.86666666666667,63,san rafael,GERSTLE PARK~QUIET~DECK~EXTRA STORAGE,2225.0,2.0,4534467120.0,2014-06-23,http://sfbay.craigslist.org/nby/apa/4534467120.html,900.0,http://sfbay.craigslist.org/apa/index3700.html,-122.53518400000002,37.968773,2.4722222222222223,sfbay,948,2225,48
38.153559+-122.248049,2649.0,4176.0,44.15,69,vallejo / benicia,**SPECTACULAR 4-BED/2-BATH FAMILY HOME -- JULY 1ST**,1795.0,4.0,4500852382.0,2014-06-02,http://sfbay.craigslist.org/eby/apa/4500852382.html,1300.0,http://sfbay.craigslist.org/apa/index1800.html,-122.248049,38.153559,1.3807692307692307,sfbay,949,1795,56
37.38766+-122.030382,2901.0,4768.0,48.35,79,sunnyvale,1 Room available in 2Bed2Bath Apt. Great location!,1400.0,2.0,4525353712.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4525353712.html,910.0,http://sfbay.craigslist.org/apa/index1600.html,-122.030382,37.38766,1.5384615384615385,sfbay,950,1400,63
37.912158+-121.591122,4131.0,6014.0,68.85,100,brentwood / oakley,Deep Water Home in Discovery bay,3250.0,5.0,4524296779.0,2014-06-23,http://sfbay.craigslist.org/eby/apa/4524296779.html,4300.0,http://sfbay.craigslist.org/apa/index1700.html,-121.591122,37.91215800000001,0.7558139534883721,sfbay,953,3250,84
37.780233+-122.42025,671.0,1620.0,11.183333333333334,27,"512 Van Ness Avenue, Near Hayes Valley","STUDIO Showing, Monday 5:00pm.",1950.0,NA,4466684247.0,2014-06-02,http://sfbay.craigslist.org/sfc/apa/4466684247.html,426.0,http://sfbay.craigslist.org/apa/index2100.html,-122.42025,37.780233,4.577464788732394,sfbay,954,1950,19
37.674+-122.0894,1991.0,3158.0,33.18333333333333,52,hayward / castro valley,Spacious 2 bedroom 2.5 bath home in Hayward Hills,2300.0,2.0,4556242786.0,2014-07-06,http://sfbay.craigslist.org/eby/apa/4556242786.html,1424.0,http://sfbay.craigslist.org/apa/index100.html,-122.0894,37.674,1.6151685393258426,sfbay,956,2300,42
37.80775+-122.293003,1119.0,2364.0,18.65,39,oakland west,"3 bedroom, 1 bath, gated off-street parking, 3 blocks from bart",2200.0,3.0,4469330010.0,2014-05-18,http://sfbay.craigslist.org/eby/apa/4469330010.html,1075.0,http://sfbay.craigslist.org/apa/index600.html,-122.293003,37.80775,2.046511627906977,sfbay,957,2200,28
37.666898+-122.47751,1377.0,2814.0,22.95,46,daly city,2 Bedroom 2 Bath Available In September,2450.0,2.0,4561287267.0,2014-07-09,http://sfbay.craigslist.org/pen/apa/4561287267.html,915.0,http://sfbay.craigslist.org/apa/index600.html,-122.47751,37.666898,2.6775956284153004,sfbay,962,2450,34
37.250543+-121.931366,3435.0,5390.0,57.25,89,willow glen / cambrian,"This sunny second-floor, corner lot unit located in San Jose/L",1895.0,2.0,4462320766.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4462320766.html,800.0,http://sfbay.craigslist.org/apa/index3100.html,-121.931366,37.250543,2.36875,sfbay,963,1895,73
38.008852+-121.872353,2697.0,4221.0,44.95,70,pittsburg / antioch,Peaceful & Quiet Community! MUST SEE! - 2 Bed/1 Bath,1315.0,2.0,4462055719.0,2014-05-15,http://sfbay.craigslist.org/eby/apa/4462055719.html,874.0,http://sfbay.craigslist.org/apa/index3100.html,-121.872353,38.00885200000001,1.5045766590389016,sfbay,964,1315,57
38.008852+-121.872353,2697.0,4221.0,44.95,70,pittsburg / antioch,Pittsburg Community With A Professional & Dedicated Management Team,1365.0,2.0,4530290153.0,2014-06-27,http://sfbay.craigslist.org/eby/apa/4530290153.html,998.0,http://sfbay.craigslist.org/apa/index1500.html,-121.872353,38.00885200000001,1.3677354709418839,sfbay,966,1365,57
37.309312+-121.923016,3569.0,5492.0,59.483333333333334,91,san jose west,WE COME PACKED WITH CONVENIENCE! COME SEE FOR YOURSELF!,2697.0,2.0,4537267086.0,2014-06-24,http://sfbay.craigslist.org/sby/apa/4537267086.html,1090.0,http://sfbay.craigslist.org/apa/index800.html,-121.923016,37.309312,2.4743119266055045,sfbay,965,2697,75
37.406335+-122.118359,3033.0,5284.0,50.55,88,palo alto,New Tri-Level Home in South Palo Alto,5995.0,4.0,4459929145.0,2014-05-24,http://sfbay.craigslist.org/pen/apa/4459929145.html,2120.0,http://sfbay.craigslist.org/apa/index100.html,-122.118359,37.406335,2.827830188679245,sfbay,967,5995,69
37.301009+-121.924124,3633.0,5606.0,60.55,93,san jose west,Spacious 3 BR 2 BA near eBay & Light Rail! Available July 24th,2400.0,3.0,4527237768.0,2014-06-18,http://sfbay.craigslist.org/sby/apa/4527237768.html,1120.0,http://sfbay.craigslist.org/apa/index1100.html,-121.924124,37.301009,2.142857142857143,sfbay,968,2400,76
37.781211+-122.287159,1440.0,2679.0,24.0,44,alameda,Corporate housing; rent monthly,7500.0,5.0,4552625116.0,2014-07-04,http://sfbay.craigslist.org/eby/apa/4552625116.html,3300.0,http://sfbay.craigslist.org/apa/index1000.html,-122.287159,37.781211,2.272727272727273,sfbay,969,7500,34
37.783977+-122.427717,703.0,1615.0,11.716666666666667,26,Cathedral Hill,"Laguna Eichler Tower - Classic 3bd/2ba w/ STUNNING Views, Garage, in U",4975.0,3.0,4500457091.0,2014-06-02,http://sfbay.craigslist.org/sfc/apa/4500457091.html,1102.0,http://sfbay.craigslist.org/apa/index2700.html,-122.427717,37.783977,4.514519056261343,sfbay,970,4975,18
37.581657+-122.358191,1764.0,3627.0,29.4,60,burlingame,Beautiful Updated home in Burlingame Terrance,4200.0,2.0,4500906700.0,2014-06-02,http://sfbay.craigslist.org/pen/apa/4500906700.html,1420.0,http://sfbay.craigslist.org/apa/index1700.html,-122.358191,37.581657,2.9577464788732395,sfbay,971,4200,44
37.377728+-122.059522,2897.0,4595.0,48.28333333333333,76,mountain view,Only One Available,2725.0,2.0,4486689060.0,2014-05-24,http://sfbay.craigslist.org/sby/apa/4486689060.html,874.0,http://sfbay.craigslist.org/apa/index600.html,-122.059522,37.37772800000001,3.1178489702517163,sfbay,972,2725,62
37.683+-121.763,2933.0,4506.0,48.88333333333333,75,dublin / pleasanton / livermore,~ Stop Looking ~ Start Living ~ Ironwood Apartments ~,1545.0,1.0,4473401165.0,2014-05-16,http://sfbay.craigslist.org/eby/apa/4473401165.html,640.0,http://sfbay.craigslist.org/apa/index2700.html,-121.76299999999999,37.683,2.4140625,sfbay,974,1545,61
37.401787+-121.957318,3299.0,5267.0,54.983333333333334,87,santa clara,Won't you be my neighbor? Here at Bella Vista Apartments! #AWESOME,2075.0,1.0,4516984440.0,2014-06-12,http://sfbay.craigslist.org/sby/apa/4516984440.html,564.0,http://sfbay.craigslist.org/apa/index3000.html,-121.957318,37.401787,3.6790780141843973,sfbay,975,2075,70
37.487884+-122.221613,2300.0,3787.0,38.333333333333336,63,redwood city,"AWESOME 1 bed/1bath, GREAT location near Downtown Redwood City!",1875.0,1.0,4517024291.0,2014-06-23,http://sfbay.craigslist.org/pen/apa/4517024291.html,612.0,http://sfbay.craigslist.org/apa/index3500.html,-122.221613,37.487884,3.0637254901960786,sfbay,978,1875,50
37.872033+-122.503277,1533.0,3073.0,25.55,51,sausalito,"Sausalito FloatingHome  for rent/sale, Aug/Sept",5e3,3.0,4543989419.0,2014-06-28,http://sfbay.craigslist.org/nby/apa/4543989419.html,1200.0,http://sfbay.craigslist.org/apa/index700.html,-122.503277,37.872033,4.166666666666667,sfbay,980,5000,38
37.720339+-122.475801,1314.0,2606.0,21.9,43,ingleside / SFSU / CCSF,Bright townhome available today!,2298.0,1.0,4491523416.0,2014-05-27,http://sfbay.craigslist.org/sfc/apa/4491523416.html,691.0,http://sfbay.craigslist.org/apa/index400.html,-122.475801,37.720339,3.3256150506512303,sfbay,981,2298,32
37.560763+-122.325998,1989.0,3452.0,33.15,57,san mateo,Gorgeous Community,3060.0,2.0,4500951782.0,2014-06-02,http://sfbay.craigslist.org/pen/apa/4500951782.html,1091.0,http://sfbay.craigslist.org/apa/index1500.html,-122.325998,37.560763,2.8047662694775437,sfbay,983,3060,45
37.39884+-122.100073,2901.0,4848.0,48.35,80,mountain view,"Newly Renovated Poolside Apartment, Move in by 7/18/2014!",2810.0,2.0,4519309068.0,2014-06-13,http://sfbay.craigslist.org/sby/apa/4519309068.html,870.0,http://sfbay.craigslist.org/apa/index1300.html,-122.100073,37.39884,3.2298850574712645,sfbay,985,2810,64
37.496597+-122.222049,2197.0,3600.0,36.61666666666667,60,redwood city,Upgraded 1Bd/1BA Move In Ready for July!,2910.0,1.0,4494586380.0,2014-05-29,http://sfbay.craigslist.org/pen/apa/4494586380.html,768.0,http://sfbay.craigslist.org/apa/index1700.html,-122.222049,37.496597,3.7890625,sfbay,986,2910,48
37.428012+-122.200472,2695.0,4322.0,44.916666666666664,72,menlo park,***3 Bedroom Available early July***,4295.0,3.0,4496349513.0,2014-05-30,http://sfbay.craigslist.org/pen/apa/4496349513.html,1288.0,http://sfbay.craigslist.org/apa/index1500.html,-122.200472,37.428012,3.334627329192547,sfbay,988,4295,58
38.452011+-122.735098,3907.0,6134.0,65.11666666666666,102,santa rosa,Jennings Ave & Dutton 3B/2Ba,1950.0,3.0,4516051884.0,2014-06-11,http://sfbay.craigslist.org/nby/apa/4516051884.html,1600.0,http://sfbay.craigslist.org/apa/index900.html,-122.735098,38.452011,1.21875,sfbay,993,1950,83
37.4031+-121.8585,3370.0,5354.0,56.166666666666664,89,san jose north,Tour Today !! Move In Tomorrow !!,2103.0,1.0,4469051874.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4469051874.html,640.0,http://sfbay.craigslist.org/apa/index600.html,-121.8585,37.4031,3.2859375,sfbay,996,2103,72
